id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
133,5,2,7,0,8,3,0.33,4,2,2,0.67,11,3,1,2,5,15.91,8.13,1050.3,0.04,31,0.12,58.35,129.27,1,2,4,10,0.23,13,18,8,10,13,77.78,9,N
134,5,1,2,0,6,3,1,2,3,2,0.67,8,3,1,1,3,6.29,10,629.07,0.02,17,0.1,34.95,62.91,1,2,3,7,0.6,6,11,3,10,5,66.67,3,N
135,11,4,13,2,20,6,0.35,10,2,4,0.67,29,5,0,4,2,20.12,14.17,4037.5,0.1,57,0.07,224.31,285,0.83,5,10,25,0.26,25,32,15,17,23,78.95,17,N
136,9,4,7,2,16,5,0.56,8,2,5,1,24,4,0,2,2,17.27,12.25,2591.12,0.07,45,0.08,143.95,211.52,0.8,4,8,21,0.33,21,24,12,14,15,81.82,9,N
137,7,4,9,0,12,4,0.36,6,2,4,1,22,4,1,2,2,14.35,14.7,3100.35,0.07,46,0.07,172.24,210.91,1,3,6,20,0.29,21,25,10,14,14,81.82,11,N
138,7,5,12,0,12,4,0.27,6,2,2,0.5,27,3,0,3,2,14.77,23.25,7985.96,0.11,70,0.04,443.66,343.48,0.75,3,6,25,0.22,31,39,12,18,18,80,15,N
139,7,4,9,0,12,4,0.36,6,2,4,1,22,4,1,2,2,12.52,18.4,4237.92,0.08,49,0.05,235.44,230.32,1,3,6,20,0.29,23,26,10,16,14,81.82,11,N
140,3,2,3,0,4,2,0.5,2,2,1,0.5,8,1,0,1,1,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,8,0.33,8,9,6,8,6,75,4,N
141,3,1,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,7.26,6.67,322.88,0.02,14,0.15,17.94,48.43,0.5,1,2,6,0.4,5,9,3,8,5,66.67,3,N
142,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,3,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,0.5,1,2,6,0.5,4,8,3,8,4,50,2,N
143,3,1,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,9.75,6.25,380.74,0.02,16,0.16,21.15,60.92,0.5,1,2,6,0.4,5,11,4,10,5,66.67,3,N
144,3,1,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,11.76,10.83,1380.58,0.04,30,0.09,76.7,127.44,0.5,1,2,6,0.29,10,20,6,13,7,80,5,N
145,9,5,18,2,16,5,0.24,8,2,4,0.8,22,4,0,3,3,18.05,15.33,4242.98,0.09,63,0.07,235.72,276.72,0.8,4,8,19,0.2,23,40,9,12,25,86.96,21,N
146,5,7,15,8,8,3,0.18,4,2,2,0.67,19,1,0,2,3,14.33,25,8955.08,0.12,73,0.04,497.5,358.2,0.33,2,4,18,0.1,25,48,10,20,29,92,17,N
147,9,0,9,0,14,5,0.45,6,2.33,1,0.2,15,4,0,2,4,9.49,16.8,2678.11,0.05,39,0.06,148.78,159.41,0.8,4,7,12,0.36,14,25,5,12,14,81.82,11,N
148,9,1,9,0,14,5,0.45,6,2.33,3,0.6,17,4,0,2,5,11.21,16,2868.91,0.06,43,0.06,159.38,179.31,0.8,4,7,14,0.36,16,27,6,12,14,81.82,11,N
149,5,3,3,0,6,3,0.75,2,3,2,0.67,9,1,0,1,3,11.72,9,949.37,0.04,27,0.11,52.74,105.49,0.33,2,3,8,0.38,12,15,6,9,8,75,4,N
150,5,3,3,0,6,3,0.75,2,3,2,0.67,9,1,0,1,4,13.88,8.36,969.43,0.04,29,0.12,53.86,116,0.33,2,3,8,0.38,13,16,7,9,8,75,4,N
151,7,6,4,2,10,4,0.8,4,2.5,4,1,17,3,0,1,4,24.49,10.68,2792.65,0.09,55,0.09,155.15,261.51,0.75,3,5,15,0.31,23,32,14,13,13,85.71,5,N
152,8,1,17,0,4,6,0.32,2,2,2,0.33,16,1,0,2,3,24.17,10.23,2529.6,0.08,52,0.1,140.53,247.25,0.17,1,2,12,0.27,19,33,13,14,22,89.47,19,N
153,5,3,1,0,8,3,1.5,2,4,3,1,9,1,0,1,1,11.83,3.75,166.42,0.01,14,0.27,9.25,44.38,0.33,3,4,8,0.75,6,8,4,5,4,50,2,N
154,3,2,1,0,6,2,1,2,3,2,1,6,1,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,0.5,2,3,6,0.5,4,6,3,5,4,50,2,N
155,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,0.5,2,3,5,0.5,4,6,3,5,4,50,2,N
156,1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.25,3,10,3,8,4,50,2,N
157,7,0,3,0,12,4,1,6,2,1,0.25,15,1,0,1,0,10.93,8.8,846.66,0.03,26,0.11,47.04,96.21,0.25,3,6,13,0.67,11,15,5,8,6,75,4,N
158,7,1,4,0,12,4,0.8,6,2,1,0.25,14,1,0,1,1,16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,0.25,3,6,12,0.57,12,20,8,11,7,80,5,N
159,7,1,4,0,12,4,0.8,6,2,1,0.25,14,1,0,1,1,17.74,8.67,1332.34,0.05,35,0.12,74.02,153.73,0.25,3,6,12,0.57,13,22,9,12,7,80,5,N
160,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,7.92,4,126.8,0.01,10,0.25,7.04,31.7,0.5,2,3,5,0.5,4,6,3,6,4,50,2,N
161,9,1,5,0,16,5,0.83,8,2,1,0.2,18,1,0,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,0.2,4,8,15,0.63,13,20,7,7,8,83.33,6,N
162,11,1,6,0,20,6,0.86,10,2,1,0.17,22,1,0,1,1,22.33,7,1093.93,0.05,40,0.14,60.77,156.28,0.17,5,10,18,0.67,16,24,8,7,9,85.71,7,N
163,5,1,3,0,8,3,0.75,4,2,1,0.33,10,1,0,1,1,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,0.33,2,4,9,0.5,9,16,7,10,6,75,4,N
164,9,1,5,0,16,5,0.83,8,2,1,0.2,18,1,0,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,0.2,4,8,15,0.63,13,20,7,7,8,83.33,6,N
165,3,1,2,0,4,2,0.67,2,2,1,0.5,6,1,0,1,1,21.78,6.05,797.21,0.04,30,0.17,44.29,131.77,0.5,1,2,6,0.4,11,19,10,11,5,66.67,3,N
166,11,0,5,0,20,6,0.86,8,2.5,1,0.17,18,5,0,2,4,12.42,12.83,2045.78,0.05,39,0.08,113.65,159.41,0.83,6,10,14,0.6,14,25,6,11,10,71.43,7,N
167,11,1,5,0,20,6,0.86,8,2.5,3,0.5,20,5,0,2,5,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,0.83,6,10,16,0.55,16,27,7,12,11,71.43,7,N
168,3,0,0,0,6,2,1,2,3,1,0.5,5,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,0.5,2,3,5,2,2,4,2,4,1,0,0,N
169,1,0,0,0,4,1,1,2,2,1,1,1,1,0,0,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,1,2,2,1,1,4,1,4,1,0,0,N
170,3,0,0,0,6,2,1,2,3,1,0.5,5,1,0,0,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,0.5,2,3,5,2,2,4,2,4,1,0,0,N
171,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,2,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,0.5,1,2,7,0.33,10,13,6,9,6,75,4,N
172,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,3,14.14,7.07,707.14,0.03,25,0.14,39.29,100,0.5,1,2,7,0.29,11,14,7,9,7,75,4,N
173,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80,5,N
174,3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,3,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,7,0.5,5,6,3,6,4,50,2,N
175,7,0,5,0,12,4,0.67,6,2,1,0.25,12,1,0,1,2,5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,0.25,3,6,10,0.5,11,16,3,11,8,83.33,6,N
176,7,1,5,0,12,4,0.67,6,2,2,0.5,13,1,0,1,3,6.44,18,2088,0.04,29,0.06,116,116,0.25,3,6,11,0.44,12,17,4,12,9,83.33,6,N
177,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
178,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
179,7,1,7,0,10,4,0.44,4,2.5,1,0.25,13,3,0,2,5,10.84,18.42,3676.94,0.07,47,0.05,204.27,199.65,0.75,3,5,11,0.31,17,30,6,13,13,77.78,9,N
180,7,2,7,0,10,4,0.44,4,2.5,2,0.5,14,3,0,2,6,13.49,15.43,3211.43,0.07,49,0.06,178.41,208.15,0.75,3,5,12,0.31,18,31,7,12,13,77.78,9,N
181,3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80,5,N
182,3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,3,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,7,0.5,5,6,3,6,4,50,2,N
183,7,0,5,0,12,4,0.67,6,2,1,0.25,12,1,0,1,2,5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,0.25,3,6,10,0.5,11,16,3,11,8,83.33,6,N
184,7,1,5,0,12,4,0.67,6,2,2,0.5,13,1,0,1,3,6.44,18,2088,0.04,29,0.06,116,116,0.25,3,6,11,0.44,12,17,4,12,9,83.33,6,N
185,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
186,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,5.05,5,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50,2,N
187,5,0,6,0,6,3,0.38,2,3,1,0.33,8,3,1,2,3,8.11,11.25,1027.99,0.03,24,0.09,57.11,91.38,1,2,3,7,0.25,9,15,4,10,12,75,8,N
188,5,1,6,0,6,3,0.38,2,3,2,0.67,9,3,1,2,4,10.16,10,1015.79,0.03,26,0.1,56.43,101.58,1,2,3,8,0.23,10,16,5,10,13,75,8,N
189,11,2,21,1,20,6,0.24,10,2,3,0.5,27,5,0,4,2,13.94,25,8711.43,0.12,76,0.04,483.97,348.46,0.83,5,10,23,0.21,30,46,9,15,29,84.62,25,N
190,11,3,21,1,20,6,0.24,10,2,5,0.83,29,5,0,4,3,17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,0.83,5,10,25,0.21,32,47,10,13,29,84.62,25,N
191,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,10.99,6.4,449.97,0.02,19,0.16,25,70.31,0.5,1,2,6,0.33,8,11,5,8,6,66.67,3,N
192,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,4,13.33,6,479.73,0.03,21,0.17,26.65,79.95,0.5,1,2,6,0.33,9,12,6,8,6,66.67,3,N
193,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
194,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
195,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
196,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
197,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
198,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,1,16.32,5.14,432,0.03,21,0.19,24,84,0.5,1,2,7,0.33,8,13,7,9,6,75,4,N
199,5,3,2,0,8,3,1,4,2,3,1,12,1,0,1,1,14.31,7.14,729.9,0.03,25,0.14,40.55,102.19,0.33,2,4,11,0.6,10,15,7,10,5,66.67,3,N
200,3,6,14,0,4,2,0.13,2,2,1,0.5,16,1,0,2,2,20.4,20.68,8723.93,0.14,92,0.05,484.66,421.82,0.5,1,2,16,0.11,35,57,11,13,19,87.5,16,N
201,3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,2,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,0.5,1,2,7,0.33,5,7,5,7,6,50,2,N
202,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
203,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
204,5,0,1,0,8,3,1.5,2,4,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,N
205,11,5,10,0,20,6,0.55,10,2,6,1,35,1,0,1,2,11.99,30.94,11475.71,0.12,82,0.03,637.54,370.93,0.17,5,10,31,0.43,33,49,8,15,14,90.91,11,N
206,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
207,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
208,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
209,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
210,7,13,14,2,12,4,0.22,6,2,4,1,27,1,0,4,1,25.76,15.43,6132.21,0.13,81,0.06,340.68,397.46,0.25,3,6,25,0.18,27,54,14,16,22,80,18,N
211,1,1,1,4,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.13,3,10,3,8,8,83.33,2,N
212,3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,2,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,0.5,1,2,7,0.33,5,7,5,7,6,50,2,N
213,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
214,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
215,7,0,2,0,10,4,1.33,2,5,1,0.25,9,3,0,1,2,8.54,9.33,744.11,0.03,24,0.11,41.34,79.73,0.75,4,7,7,0.67,8,16,3,7,6,66.67,3,N
216,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,N
217,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
218,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
219,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
220,3,2,1,0,4,2,1,2,2,1,0.5,8,1,0,1,2,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,0.5,1,2,8,0.33,6,8,6,7,6,50,2,N
221,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
222,1,0,1,0,4,1,0.5,2,2,1,1,1,1,0,1,2,8,3,72,0.01,8,0.33,4,24,1,1,2,2,0.25,2,6,2,6,4,50,2,N
223,11,5,12,3,14,6,0.43,4,3.5,5,0.83,24,6,1,2,2,15.45,16.5,4205.45,0.08,60,0.06,233.64,254.88,1,5,7,20,0.3,24,36,8,11,20,88.24,14,N
224,3,0,3,0,4,2,0.5,2,2,1,0.5,5,1,0,1,1,9.68,5.83,329.42,0.02,17,0.17,18.3,56.47,0.5,1,2,5,0.33,5,12,3,7,6,75,4,N
225,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,10.99,6.4,449.97,0.02,19,0.16,25,70.31,0.5,1,2,6,0.29,8,11,5,8,7,66.67,3,N
226,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,4,13.33,6,479.73,0.03,21,0.17,26.65,79.95,0.5,1,2,6,0.29,9,12,6,8,7,66.67,3,N
227,3,3,4,0,4,2,0.4,2,2,2,1,8,1,0,1,4,15.86,6,571.1,0.03,25,0.17,31.73,95.18,0.5,1,2,8,0.22,12,13,7,7,9,80,5,N
228,3,3,4,0,4,2,0.4,2,2,2,1,8,1,0,1,5,18.55,5.69,599.95,0.04,27,0.18,33.33,105.49,0.5,1,2,8,0.22,13,14,8,7,9,80,5,N
229,15,2,21,0,28,8,0.32,14,2,5,0.63,32,8,1,4,3,9.14,26,6179.83,0.08,57,0.04,343.32,237.69,1,7,14,26,0.29,20,37,5,13,28,84,25,N
230,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,2,8.71,7,426.61,0.02,17,0.14,23.7,60.94,0.5,1,2,6,0.4,7,10,4,8,5,66.67,3,N
231,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,10.99,6.4,449.97,0.02,19,0.16,25,70.31,0.5,1,2,6,0.33,8,11,5,8,6,66.67,3,N
232,5,1,7,0,8,3,0.33,4,2,1,0.33,12,1,0,2,2,12.87,8.75,985.14,0.04,27,0.11,54.73,112.59,0.33,2,4,11,0.27,14,13,8,10,11,77.78,9,N
233,7,2,8,0,12,4,0.4,6,2,2,0.5,17,1,0,2,2,14.14,10.39,1526.6,0.05,34,0.1,84.81,146.95,0.25,3,6,15,0.33,17,17,9,11,12,80,10,N
234,11,2,21,1,20,6,0.24,10,2,3,0.5,27,5,0,4,2,13.94,25,8711.43,0.12,76,0.04,483.97,348.46,0.83,5,10,23,0.21,30,46,9,15,29,84.62,25,N
235,11,3,21,1,20,6,0.24,10,2,5,0.83,29,5,0,4,3,17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,0.83,5,10,25,0.21,32,47,10,13,29,84.62,25,N
236,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,7,0.33,9,12,5,8,6,75,4,N
237,3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,3,13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,0.5,1,2,7,0.29,10,13,6,8,7,75,4,N
238,3,1,0,0,4,2,1,2,2,2,1,6,1,0,0,1,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,0.5,1,2,6,1,4,8,3,8,2,0,0,N
239,5,2,3,0,8,3,0.75,4,2,2,0.67,12,1,0,1,3,8.94,14,1751.37,0.04,30,0.07,97.3,125.1,0.33,2,4,11,0.43,14,16,6,12,7,75,4,N
240,5,1,4,0,6,3,0.6,2,3,2,0.67,8,3,1,1,1,7.99,7.88,495.4,0.02,17,0.13,27.52,62.91,1,2,3,7,0.43,7,10,4,9,7,80,5,N
241,9,2,6,0,12,5,0.71,4,3,4,0.8,16,5,1,1,1,7.87,15,1770.42,0.04,31,0.07,98.36,118.03,1,4,6,13,0.56,12,19,4,10,9,85.71,7,N
242,5,1,4,0,6,3,0.6,2,3,2,0.67,8,3,1,1,1,7.99,7.88,495.4,0.02,17,0.13,27.52,62.91,1,2,3,7,0.43,7,10,4,9,7,80,5,N
243,9,2,6,0,12,5,0.71,4,3,4,0.8,16,5,1,1,1,7.87,15,1770.42,0.04,31,0.07,98.36,118.03,1,4,6,13,0.56,12,19,4,10,9,85.71,7,N
244,5,0,9,0,8,3,0.3,4,2,1,0.33,10,3,1,1,2,17.11,7.7,1014.63,0.04,30,0.13,56.37,131.77,1,2,4,9,0.25,14,16,10,11,12,90,10,N
245,3,2,3,0,4,2,0.5,2,2,2,1,7,1,0,1,3,10.79,10.5,1189.65,0.04,29,0.1,66.09,113.3,0.5,1,2,7,0.29,14,15,6,9,7,75,4,N
246,3,5,4,0,4,2,0.4,2,2,2,1,10,1,0,1,2,17.18,8.56,1257.2,0.05,34,0.12,69.84,146.95,0.5,1,2,10,0.29,14,20,9,11,7,80,5,N
247,5,0,5,0,8,3,0.43,4,2,1,0.33,9,1,0,2,4,9.87,9,799.29,0.03,24,0.11,44.41,88.81,0.33,2,4,8,0.3,8,16,4,9,10,71.43,7,N
248,5,1,5,0,8,3,0.43,4,2,2,0.67,10,1,0,2,4,8.88,11,1074.39,0.03,25,0.09,59.69,97.67,0.33,2,4,9,0.3,8,17,4,11,10,71.43,7,N
249,3,2,3,0,4,2,0.5,2,2,2,1,7,1,0,1,3,10.79,10.5,1189.65,0.04,29,0.1,66.09,113.3,0.5,1,2,7,0.29,14,15,6,9,7,75,4,N
250,9,4,11,0,14,5,0.33,6,2.33,4,0.8,16,4,0,4,4,17.47,10.39,1885.8,0.06,42,0.1,104.77,181.52,0.8,4,7,13,0.28,17,25,9,11,18,73.33,15,N
251,5,0,4,0,8,3,0.5,4,2,1,0.33,9,1,0,2,4,8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,0.33,2,4,8,0.33,7,12,4,9,9,66.67,6,N
252,29,20,31,22,46,15,0.42,18,2.56,14,0.93,77,10,0,5,6,39.5,33.6,44598.88,0.44,234,0.03,2477.72,1327.35,0.67,14,23,64,0.23,96,138,30,21,66,91.38,36,N
253,5,0,5,0,8,3,0.43,4,2,1,0.33,10,1,0,2,5,10.85,9,879.05,0.03,25,0.11,48.84,97.67,0.33,2,4,9,0.27,9,16,5,10,11,71.43,7,N
254,5,1,8,0,8,3,0.3,4,2,2,0.67,11,1,0,2,5,11.72,10,1172.07,0.04,30,0.1,65.11,117.21,0.33,2,4,10,0.21,10,20,5,10,14,80,10,N
255,5,1,4,0,8,3,0.5,4,2,2,0.67,10,1,0,2,4,8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,0.33,2,4,9,0.33,7,12,4,9,9,66.67,6,N
256,3,2,1,0,4,2,1,2,2,2,1,6,1,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,0.5,1,2,6,0.5,4,6,3,5,4,50,2,N
257,7,4,5,1,12,4,0.67,6,2,4,1,16,1,0,1,2,14.41,10.83,1690.87,0.05,35,0.09,93.94,156.08,0.25,3,6,14,0.44,15,20,9,13,9,85.71,6,N
258,3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,3,7.65,7.5,430.2,0.02,16,0.13,23.9,57.36,0.5,1,2,5,0.29,5,11,3,9,7,66.67,3,N
259,11,4,15,2,20,6,0.32,10,2,4,0.67,31,5,0,4,2,18.72,17.36,5641.07,0.11,65,0.06,313.39,325,0.83,5,10,27,0.24,27,38,14,18,25,80.95,19,N
260,5,3,4,4,6,3,0.5,2,3,2,0.67,9,1,0,2,3,12.15,9,984.54,0.04,28,0.11,54.7,109.39,0.33,2,3,8,0.23,12,16,6,9,13,80,6,N
261,9,1,11,0,14,5,0.36,6,2.33,1,0.2,16,3,0,3,5,11.3,18.42,3833.4,0.07,49,0.05,212.97,208.15,0.6,4,7,13,0.28,17,32,6,13,18,78.57,14,N
262,9,2,11,0,14,5,0.36,6,2.33,3,0.6,18,3,0,3,6,13.82,16.29,3666.57,0.08,53,0.06,203.7,225.14,0.6,4,7,15,0.28,19,34,7,12,18,78.57,14,N
263,9,0,11,0,14,5,0.36,6,2.33,1,0.2,15,3,0,3,5,11.17,15.4,2648.8,0.06,43,0.06,147.16,172,0.6,4,7,12,0.28,14,29,5,11,18,78.57,14,N
264,9,1,11,0,14,5,0.36,6,2.33,3,0.6,17,3,0,3,6,12.25,16,3135.78,0.07,47,0.06,174.21,195.99,0.6,4,7,14,0.28,16,31,6,12,18,78.57,14,N
265,9,1,11,0,14,5,0.36,6,2.33,1,0.2,17,3,0,3,5,11.2,22.75,5798.42,0.08,60,0.04,322.13,254.88,0.6,4,7,14,0.25,21,39,6,13,20,78.57,14,N
266,9,2,11,0,14,5,0.36,6,2.33,3,0.6,19,3,0,3,6,13.79,19.71,5359.67,0.09,64,0.05,297.76,271.87,0.6,4,7,16,0.25,23,41,7,12,20,78.57,14,N
267,9,1,11,0,14,5,0.36,6,2.33,1,0.2,17,3,0,3,5,11.59,23.83,6580.75,0.09,65,0.04,365.6,276.12,0.6,4,7,14,0.28,22,43,6,13,18,78.57,14,N
268,9,2,11,0,14,5,0.36,6,2.33,3,0.6,19,3,0,3,6,14.25,20.57,6029.63,0.1,69,0.05,334.98,293.11,0.6,4,7,16,0.28,24,45,7,12,18,78.57,14,N
269,3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,1,7.92,4,126.8,0.01,10,0.25,7.04,31.7,0.5,1,2,6,0.4,4,6,3,6,5,50,2,N
270,3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,1,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.4,5,6,3,6,5,50,2,N
271,3,2,4,0,4,2,0.33,2,2,2,1,6,1,0,2,2,8.96,8,573.59,0.02,20,0.13,31.87,71.7,0.5,1,2,6,0.25,8,12,4,8,8,66.67,6,N
